Timestamp (s),Key Code,Analog Value (0.0-1.0)
44.2954,5,0.577
44.2954,17,0.41
44.2954,25,1.0
44.298,5,0.443
44.298,17,0.577
44.298,25,1.0
44.3006,5,0.371
44.3006,17,0.663
44.3006,25,0.992
44.3032,5,0.305
44.3032,17,0.754
44.3032,25,0.976
44.3057,5,0.171
44.3057,17,0.948
44.3057,25,0.928
44.3084,5,0.109
44.3084,17,1.0
44.3084,25,0.898
44.3111,17,1.0
44.3111,25,0.821
44.3136,17,1.0
44.3136,25,0.733
44.3161,17,1.0
44.3161,25,0.683
44.3187,17,1.0
44.3187,25,0.569
44.3213,17,1.0
44.3213,25,0.5
44.324,17,1.0
44.324,25,0.358
44.3265,17,1.0
44.3265,25,0.282
44.3292,17,1.0
44.3292,25,0.145
44.332,17,1.0
44.332,25,0.05
44.3345,17,1.0
44.3345,25,0.028
44.3372,17,1.0
44.3372,25,0.025
44.3398,17,1.0
44.3398,25,0.025
44.3423,17,1.0
44.3423,25,0.025
44.3449,17,1.0
44.3449,25,0.025
44.3474,17,1.0
44.3474,25,0.033
44.35,17,1.0
44.35,25,0.058
44.3526,5,0.042
44.3526,17,1.0
44.3526,25,0.143
44.3553,5,0.127
44.3553,17,1.0
44.3553,25,0.209
44.3579,5,0.254
44.3579,17,1.0
44.3579,25,0.328
44.3605,5,0.33
44.3605,17,1.0
44.3605,25,0.401
44.3631,5,0.408
44.3631,17,1.0
44.3631,25,0.478
44.3656,5,0.496
44.3656,17,1.0
44.3656,25,0.628
44.3683,5,0.675
44.3683,17,1.0
44.3683,25,0.71
44.3709,5,0.857
44.3709,17,0.994
44.3709,25,0.888
44.3735,5,0.944
44.3735,17,0.978
44.3735,25,0.989
44.3762,5,1.0
44.3762,17,0.956
44.3762,25,1.0
44.3787,5,1.0
44.3787,17,0.887
44.3787,25,1.0
44.3812,5,1.0
44.3812,17,0.847
44.3812,25,1.0
44.3838,5,1.0
44.3838,17,0.747
44.3838,25,1.0
44.3864,5,1.0
44.3864,17,0.685
44.3864,25,1.0
44.389,5,1.0
44.389,17,0.613
44.389,25,1.0
44.3916,5,1.0
44.3916,17,0.457
44.3916,25,1.0
44.3941,5,1.0
44.3941,17,0.36
44.3941,25,1.0
44.3967,5,1.0
44.3967,17,0.157
44.3967,25,1.0
44.3992,5,1.0
44.3992,17,0.071
44.3992,25,1.0
44.4016,5,1.0
44.4016,25,1.0
44.4041,5,1.0
44.4041,25,1.0
44.4065,5,0.985
44.4065,25,1.0
44.4092,5,0.927
44.4092,25,1.0
44.4117,5,0.829
44.4117,25,0.992
44.4143,5,0.776
44.4143,25,0.978
44.4169,5,0.722
44.4169,25,0.945
44.4195,5,0.614
44.4195,17,0.019
44.4195,25,0.791
44.4222,5,0.56
44.4222,17,0.071
44.4222,25,0.699
44.4248,5,0.46
44.4248,17,0.213
44.4248,25,0.484
44.4273,5,0.419
44.4273,17,0.292
44.4273,25,0.385
44.4298,5,0.388
44.4298,17,0.387
44.4298,25,0.277
44.4324,5,0.333
44.4324,17,0.587
44.4324,25,0.089
44.435,5,0.3
44.435,17,0.69
44.4376,5,0.241
44.4376,17,0.883
44.44,5,0.205
44.44,17,0.979
44.4426,5,0.111
44.4426,17,1.0
44.4453,5,0.064
44.4453,17,1.0
44.4478,17,1.0
44.4504,17,1.0
44.453,17,1.0
44.4556,17,1.0
44.4582,17,1.0
44.4608,17,1.0
44.4633,17,1.0
44.466,17,1.0
44.4685,17,1.0
44.4711,17,1.0
44.4737,17,1.0
44.4763,17,1.0
44.4789,17,1.0
44.4815,17,1.0
44.484,17,1.0
44.4866,17,1.0
44.4892,17,1.0
44.4918,17,1.0
44.4941,17,1.0
44.4967,17,1.0
44.4992,17,1.0
44.5017,17,1.0
44.5043,17,1.0
44.5071,17,1.0
44.5095,17,1.0
44.5121,17,1.0
44.5144,17,1.0
44.517,17,1.0
44.5195,17,1.0
44.5221,17,1.0
44.5246,17,1.0
44.5272,17,1.0
44.5296,5,0.071
44.5296,17,1.0
44.5321,5,0.332
44.5321,17,1.0
44.5347,5,0.613
44.5347,17,1.0
44.5373,5,0.764
44.5373,17,1.0
44.5399,5,1.0
44.5399,17,1.0
44.5426,5,1.0
44.5426,17,1.0
44.5451,5,1.0
44.5451,17,1.0
44.5477,5,1.0
44.5477,17,1.0
44.5502,5,1.0
44.5502,17,1.0
44.5528,5,1.0
44.5528,17,1.0
44.5554,5,1.0
44.5554,17,1.0
44.5581,5,1.0
44.5581,17,1.0
44.5606,5,1.0
44.5606,17,1.0
44.5632,5,1.0
44.5632,17,1.0
44.5659,5,1.0
44.5659,17,1.0
44.5685,5,1.0
44.5685,17,1.0
44.5711,5,1.0
44.5711,17,1.0
44.5736,5,1.0
44.5736,17,0.995
44.5758,5,1.0
44.5758,17,0.951
44.5784,5,1.0
44.5784,17,0.912
44.581,5,1.0
44.581,17,0.805
44.5836,5,1.0
44.5836,17,0.741
44.5858,5,1.0
44.5858,17,0.595
44.5884,5,1.0
44.5884,17,0.513
44.591,5,1.0
44.591,17,0.333
44.5936,5,1.0
44.5936,17,0.243
44.5962,5,1.0
44.5962,17,0.15
44.5985,5,1.0
44.5985,17,0.057
44.5985,25,0.017
44.601,5,1.0
44.601,25,0.017
44.6036,5,1.0
44.6036,25,0.017
44.6061,5,1.0
44.6061,25,0.017
44.6086,5,1.0
44.6086,25,0.017
44.6113,5,1.0
44.6113,25,0.017
44.6139,5,1.0
44.6139,25,0.017
44.6165,5,1.0
44.6165,25,0.022
44.6192,5,1.0
44.6192,25,0.039
44.6219,5,1.0
44.6219,25,0.053
44.6245,5,1.0
44.6245,25,0.066
44.6271,5,1.0
44.6271,25,0.068
44.6297,5,1.0
44.6297,25,0.079
44.6323,5,1.0
44.6323,25,0.089
44.6349,5,1.0
44.6349,25,0.104
44.6374,5,1.0
44.6374,25,0.109
44.64,5,1.0
44.64,25,0.125
44.6426,5,1.0
44.6426,25,0.141
44.6452,5,1.0
44.6452,25,0.156
44.6477,5,1.0
44.6477,25,0.196
44.6503,5,1.0
44.6503,25,0.213
44.6528,5,1.0
44.6528,25,0.251
44.6554,5,1.0
44.6554,25,0.274
44.658,5,1.0
44.658,25,0.321
44.6606,5,1.0
44.6606,25,0.35
44.663,5,1.0
44.663,25,0.394
44.6655,5,1.0
44.6655,25,0.418
44.6681,5,1.0
44.6681,25,0.463
44.6708,5,1.0
44.6708,25,0.486
44.6733,5,1.0
44.6733,25,0.506
44.676,5,1.0
44.676,25,0.553
44.6786,5,1.0
44.6786,25,0.573
44.6811,5,1.0
44.6811,25,0.609
44.6837,5,1.0
44.6837,25,0.64
44.6864,5,1.0
44.6864,25,0.652
44.6889,5,1.0
44.6889,25,0.673
44.6915,5,1.0
44.6915,25,0.678
44.6943,5,1.0
44.6943,25,0.689
44.6968,5,1.0
44.6968,25,0.69
44.6994,5,1.0
44.6994,25,0.687
44.702,5,1.0
44.702,25,0.679
44.7046,5,1.0
44.7046,25,0.657
44.707,5,1.0
44.707,25,0.637
44.7097,5,1.0
44.7097,25,0.579
44.7123,5,1.0
44.7123,25,0.539
44.7148,5,1.0
44.7148,25,0.436
44.7174,5,1.0
44.7174,25,0.372
44.7199,5,1.0
44.7199,25,0.22
44.7222,5,1.0
44.7222,25,0.136
44.7247,5,1.0
44.7274,5,1.0
44.73,5,1.0
44.7325,5,0.924
44.7351,5,0.789
44.7377,5,0.694
44.7402,5,0.444
44.7425,5,0.289
44.8138,17,0.336
44.8164,17,0.683
44.819,17,1.0
44.8216,17,1.0
44.8242,17,1.0
44.8267,17,1.0
44.8296,17,1.0
44.8318,17,1.0
44.8349,17,1.0
44.8376,17,1.0
44.8402,17,1.0
44.8425,17,1.0
44.845,17,1.0
44.8476,17,1.0
44.8501,17,1.0
44.8527,17,1.0
44.8552,17,1.0
44.8579,17,1.0
44.8605,17,1.0
44.8627,17,1.0
44.8654,17,1.0
44.868,17,1.0
44.8707,17,0.961
44.8732,17,0.861
44.8759,17,0.704
44.8782,17,0.604
44.8807,17,0.376
44.8832,17,0.096
44.9601,17,0.081
44.9629,17,0.438
44.9655,17,0.587
44.9682,17,0.884
44.9704,17,1.0
44.973,17,1.0
44.9755,17,1.0
44.9781,17,1.0
44.9805,17,1.0
44.983,17,1.0
44.9857,17,1.0
44.9882,17,1.0
44.9908,17,1.0
44.9934,17,1.0
44.996,17,1.0
44.9986,17,1.0
45.0008,17,1.0
45.0036,17,1.0
45.0061,17,1.0
45.0084,17,1.0
45.011,17,1.0
45.0136,17,1.0
45.0162,17,1.0
45.0185,17,1.0
45.0211,17,1.0
45.0237,17,0.986
45.0263,17,0.952
45.0286,17,0.897
45.0311,17,0.778
45.0337,17,0.532
45.0364,17,0.44
45.039,17,0.25
45.0416,17,0.152
45.0465,25,0.256
45.0488,25,1.0
45.0512,5,0.268
45.0512,25,1.0
45.0538,5,1.0
45.0538,25,1.0
45.0538,27,0.128
45.0564,5,1.0
45.0564,25,1.0
45.0564,27,0.456
45.0587,5,1.0
45.0587,25,1.0
45.0587,27,0.717
45.0609,5,1.0
45.0609,25,1.0
45.0609,27,0.921
45.0635,5,1.0
45.0635,25,1.0
45.0635,27,1.0
45.066,5,1.0
45.066,25,1.0
45.066,27,1.0
45.0686,5,1.0
45.0686,25,1.0
45.0686,27,1.0
45.0712,5,1.0
45.0712,25,1.0
45.0712,27,0.942
45.0734,5,1.0
45.0734,25,1.0
45.0734,27,0.866
45.0761,5,1.0
45.0761,25,1.0
45.0761,27,0.65
45.0785,5,1.0
45.0785,25,1.0
45.0785,27,0.518
45.0811,5,1.0
45.0811,25,1.0
45.0811,27,0.37
45.0837,5,1.0
45.0837,25,1.0
45.0837,27,0.058
45.0864,5,1.0
45.0864,25,1.0
45.089,5,1.0
45.089,25,1.0
45.0916,5,1.0
45.0916,25,1.0
45.0939,5,1.0
45.0939,25,1.0
45.0965,5,1.0
45.0965,25,1.0
45.0991,5,1.0
45.0991,25,1.0
45.1015,5,1.0
45.1015,25,1.0
45.1041,5,0.97
45.1041,25,1.0
45.1067,5,0.939
45.1067,25,1.0
45.109,5,0.862
45.109,25,1.0
45.1117,5,0.813
45.1117,25,1.0
45.1142,5,0.761
45.1142,25,1.0
45.1168,5,0.64
45.1168,17,0.334
45.1168,25,0.985
45.1193,5,0.576
45.1193,17,0.545
45.1193,25,0.961
45.1219,5,0.46
45.1219,17,1.0
45.1219,25,0.864
45.1245,5,0.399
45.1245,17,1.0
45.1245,25,0.785
45.127,5,0.348
45.127,17,1.0
45.127,25,0.698
45.1296,5,0.248
45.1296,17,1.0
45.1296,25,0.5
45.1322,5,0.196
45.1322,17,1.0
45.1322,25,0.392
45.1345,5,0.127
45.1345,17,1.0
45.1345,25,0.277
45.137,17,1.0
45.137,25,0.033
45.1393,17,1.0
45.1418,17,1.0
45.1444,17,1.0
45.147,17,1.0
45.1496,17,1.0
45.1519,17,1.0
45.1545,17,1.0
45.1571,17,1.0
45.1593,17,1.0
45.1619,17,1.0
45.1645,17,1.0
45.1671,17,1.0
45.1694,17,1.0
45.172,17,1.0
45.1745,17,1.0
45.1767,17,1.0
45.1792,17,1.0
45.1818,17,1.0
45.1845,17,1.0
45.1871,17,1.0
45.1899,17,1.0
45.1925,17,1.0
45.1948,17,1.0
45.1948,25,0.283
45.1975,17,1.0
45.1975,25,0.42
45.2001,5,0.036
45.2001,6,0.131
45.2001,17,1.0
45.2001,25,0.59
45.2026,5,0.194
45.2026,6,0.485
45.2026,17,1.0
45.2026,25,0.93
45.2052,5,0.487
45.2052,6,0.61
45.2052,17,1.0
45.2052,25,1.0
45.2078,5,0.767
45.2078,6,0.804
45.2078,17,1.0
45.2078,25,1.0
45.2104,5,0.905
45.2104,6,0.881
45.2104,17,0.997
45.2104,25,1.0
45.2131,5,1.0
45.2131,6,0.947
45.2131,17,0.984
45.2131,25,1.0
45.2157,5,1.0
45.2157,6,1.0
45.2157,17,0.902
45.2157,25,1.0
45.2181,5,1.0
45.2181,6,1.0
45.2181,17,0.832
45.2181,25,1.0
45.2207,5,1.0
45.2207,6,1.0
45.2207,17,0.628
45.2207,25,1.0
45.2232,5,1.0
45.2232,6,1.0
45.2232,17,0.492
45.2232,25,1.0
45.2255,5,1.0
45.2255,6,1.0
45.2255,17,0.34
45.2255,25,1.0
45.2281,5,1.0
45.2281,6,0.943
45.2281,25,1.0
45.2308,5,1.0
45.2308,6,0.905
45.2308,25,1.0
45.2334,5,1.0
45.2334,6,0.856
45.2334,25,1.0
45.2361,5,1.0
45.2361,6,0.738
45.2361,25,1.0
45.2383,5,1.0
45.2383,6,0.673
45.2383,25,1.0
45.2409,5,1.0
45.2409,6,0.531
45.2409,25,1.0
45.2436,5,1.0
45.2436,6,0.456
45.2436,25,1.0
45.246,5,1.0
45.246,6,0.381
45.246,25,1.0
45.2486,5,1.0
45.2486,6,0.308
45.2486,25,1.0
45.2512,5,1.0
45.2512,6,0.169
45.2512,25,1.0
45.2538,5,1.0
45.2538,6,0.061
45.2538,25,1.0
45.2563,5,1.0
45.2563,25,1.0
45.2589,5,1.0
45.2589,25,1.0
45.2615,5,1.0
45.2615,25,1.0
45.264,5,1.0
45.264,25,1.0
45.2666,5,1.0
45.2666,17,0.086
45.2666,25,1.0
45.2692,5,0.998
45.2692,17,0.15
45.2692,25,1.0
45.2719,5,0.937
45.2719,17,0.344
45.2719,25,1.0
45.2744,5,0.889
45.2744,17,0.473
45.2744,25,1.0
45.277,5,0.842
45.277,17,0.624
45.277,25,1.0
45.2796,5,0.749
45.2796,17,0.984
45.2796,25,1.0
45.2822,5,0.689
45.2822,17,1.0
45.2822,25,1.0
45.2846,5,0.635
45.2846,17,1.0
45.2846,25,0.995
45.2846,44,0.019
45.2872,5,0.511
45.2872,17,1.0
45.2872,25,0.957
45.2872,44,0.14
45.2899,5,0.438
45.2899,17,1.0
45.2899,25,0.909
45.2899,44,0.178
45.2925,5,0.359
45.2925,17,1.0
45.2925,25,0.842
45.2925,44,0.21
45.2951,5,0.176
45.2951,17,1.0
45.2951,25,0.634
45.2951,44,0.237
45.2975,5,0.064
45.2975,17,1.0
45.2975,25,0.499
45.2975,44,0.237
45.3001,17,1.0
45.3001,25,0.354
45.3001,44,0.237
45.3027,17,1.0
45.3027,25,0.045
45.3027,44,0.225
45.3053,17,1.0
45.3053,25,0.025
45.3053,44,0.206
45.3079,17,1.0
45.3079,25,0.02
45.3079,44,0.135
45.3105,17,1.0
45.3105,44,0.089
45.3131,17,1.0
45.3131,44,0.024
45.3154,17,1.0
45.3154,44,0.024
45.3182,17,1.0
45.3207,17,1.0
45.3232,17,1.0
45.3255,17,1.0
45.3281,17,1.0
45.3306,17,1.0
45.3331,17,1.0
45.3358,17,1.0
45.3384,17,1.0
45.3384,25,0.02
45.3406,17,1.0
45.3406,25,0.081
45.3432,5,0.111
45.3432,17,1.0
45.3432,25,0.281
45.3457,5,0.246
45.3457,17,1.0
45.3457,25,0.459
45.3483,5,0.318
45.3483,17,1.0
45.3483,25,0.553
45.3508,5,0.396
45.3508,17,1.0
45.3508,25,0.656
45.3535,5,0.475
45.3535,17,1.0
45.3535,25,0.766
45.356,5,0.672
45.356,17,1.0
45.356,25,1.0
45.3586,5,0.782
45.3586,17,0.998
45.3586,25,1.0
45.3612,5,1.0
45.3612,17,0.979
45.3612,25,1.0
45.3639,5,1.0
45.3639,17,0.952
45.3639,25,1.0
45.3665,5,1.0
45.3665,17,0.923
45.3665,25,1.0
45.3691,5,1.0
45.3691,17,0.858
45.3691,25,1.0
45.3716,5,1.0
45.3716,17,0.766
45.3716,25,1.0
45.374,5,1.0
45.374,17,0.711
45.374,25,1.0
45.3766,5,1.0
45.3766,17,0.645
45.3766,25,1.0
45.379,5,1.0
45.379,17,0.566
45.379,25,1.0
45.3815,5,1.0
45.3815,17,0.486
45.3815,25,1.0
45.3841,5,1.0
45.3841,17,0.32
45.3841,25,1.0
45.3866,5,1.0
45.3866,17,0.197
45.3866,25,1.0
45.389,5,1.0
45.389,17,0.162
45.389,25,1.0
45.3917,5,1.0
45.3917,17,0.148
45.3917,25,1.0
45.3941,5,1.0
45.3941,17,0.143
45.3941,25,1.0
45.3965,5,1.0
45.3965,17,0.143
45.3965,25,1.0
45.3991,5,1.0
45.3991,17,0.16
45.3991,25,1.0
45.4013,5,1.0
45.4013,17,0.188
45.4013,25,1.0
45.4039,5,1.0
45.4039,17,0.315
45.4039,25,1.0
45.4065,5,1.0
45.4065,17,0.394
45.4065,25,1.0
45.409,5,1.0
45.409,17,0.552
45.409,25,1.0
45.4117,5,1.0
45.4117,17,0.644
45.4117,25,1.0
45.4139,5,1.0
45.4139,17,0.747
45.4139,25,1.0
45.4166,5,1.0
45.4166,17,0.86
45.4166,25,1.0
45.4192,5,1.0
45.4192,17,1.0
45.4192,25,1.0
45.4219,5,1.0
45.4219,17,1.0
45.4219,25,1.0
45.4245,5,1.0
45.4245,17,1.0
45.4245,25,0.999
45.4271,5,1.0
45.4271,17,1.0
45.4271,25,0.969
45.4296,5,1.0
45.4296,17,1.0
45.4296,25,0.845
45.4323,5,1.0
45.4323,17,1.0
45.4323,25,0.754
45.4349,5,1.0
45.4349,17,1.0
45.4349,25,0.519
45.4376,5,1.0
45.4376,17,1.0
45.4376,25,0.382
45.4404,5,0.995
45.4404,17,1.0
45.4404,25,0.23
45.4426,5,0.933
45.4426,17,1.0
45.4449,5,0.879
45.4449,17,1.0
45.4474,5,0.745
45.4474,17,1.0
45.4501,5,0.658
45.4501,17,1.0
45.4524,5,0.452
45.4524,17,1.0
45.455,5,0.336
45.455,17,1.0
45.4576,5,0.082
45.4576,17,1.0
45.4597,17,1.0
45.4619,17,1.0
45.4646,17,1.0
45.4671,17,1.0
45.4697,17,1.0
45.4723,17,1.0
45.4749,17,1.0
45.4775,17,1.0
45.48,17,1.0
45.4826,17,1.0
45.4852,17,1.0
45.4877,17,1.0
45.4901,17,1.0
45.4924,17,1.0
45.495,17,1.0
45.4975,17,1.0
45.5001,17,1.0
45.5029,17,1.0
45.5055,17,1.0
45.508,17,1.0
45.5106,17,1.0
45.513,17,1.0
45.5156,17,1.0
45.5183,17,1.0
45.5209,17,1.0
45.5235,17,1.0
45.526,17,1.0
45.5286,17,1.0
45.5312,17,1.0
45.5335,17,1.0
45.5357,17,1.0
45.5382,17,1.0
45.5407,17,1.0
45.5432,17,1.0
45.5457,17,1.0
45.5482,17,1.0
45.5504,17,1.0
45.5531,17,1.0
45.5556,17,1.0
45.5582,17,1.0
45.5607,17,1.0
45.5632,17,1.0
45.5657,17,1.0
45.5683,17,1.0
45.5717,17,1.0
45.5741,17,1.0
45.5766,17,1.0
45.5791,17,1.0
45.5817,17,1.0
45.5844,17,1.0
45.587,17,1.0
45.5895,17,1.0
45.5919,17,1.0
45.5941,17,1.0
45.5967,17,1.0
45.5993,17,1.0
45.6017,17,1.0
45.6041,17,1.0
45.6066,17,1.0
45.6091,17,1.0
45.6117,17,1.0
45.6142,17,1.0
45.6169,17,1.0
45.6192,17,1.0
45.6218,17,1.0
45.6243,17,1.0
45.6269,17,1.0
45.6295,17,1.0
45.6321,17,1.0
45.6345,17,1.0
45.637,17,1.0
45.6396,17,1.0
45.6422,17,0.977
45.6447,17,0.878
45.6473,17,0.681
45.6499,17,0.406
45.6525,17,0.231
45.6817,25,0.415
45.6844,25,1.0
45.6844,27,0.16
45.6867,25,1.0
45.6867,27,0.412
45.6893,5,0.188
45.6893,25,1.0
45.6893,27,0.618
45.6919,5,0.95
45.6919,25,1.0
45.6919,27,0.925
45.6944,5,1.0
45.6944,25,1.0
45.6944,27,1.0
45.697,5,1.0
45.697,25,1.0
45.697,27,1.0
45.6996,5,1.0
45.6996,25,1.0
45.6996,27,1.0
45.7019,5,1.0
45.7019,25,1.0
45.7019,27,1.0
45.7044,5,1.0
45.7044,25,1.0
45.7044,27,1.0
45.707,5,1.0
45.707,25,1.0
45.707,27,0.919
45.7096,5,1.0
45.7096,25,1.0
45.7096,27,0.784
45.7119,5,1.0
45.7119,25,1.0
45.7119,27,0.703
45.7145,5,1.0
45.7145,25,1.0
45.7145,27,0.617
45.7172,5,1.0
45.7172,25,1.0
45.7172,27,0.525
45.7198,5,1.0
45.7198,25,1.0
45.7198,27,0.337
45.7223,5,0.988
45.7223,25,1.0
45.7223,27,0.246
45.725,5,0.887
45.725,25,1.0
45.725,27,0.081
45.7275,5,0.804
45.7275,25,1.0
45.7275,27,0.031
45.7302,5,0.704
45.7302,25,1.0
45.7302,27,0.024
45.7327,5,0.457
45.7327,25,1.0
45.7327,27,0.024
45.7353,5,0.304
45.7353,25,1.0
45.7353,27,0.024
45.7379,25,0.961
45.7379,27,0.024
45.7405,25,0.902
45.7405,27,0.024
45.7431,25,0.729
45.7431,27,0.022
45.7457,25,0.479
45.7457,27,0.022
45.7482,25,0.311
45.7482,27,0.022
45.7504,25,0.122
45.7504,27,0.022
45.7531,27,0.019
45.78,17,0.337
45.7826,17,0.921
45.7852,17,1.0
45.7878,17,1.0
45.7903,17,1.0
45.7929,17,1.0
45.7956,17,1.0
45.7985,17,1.0
45.8012,17,1.0
45.8038,17,1.0
45.8064,17,1.0
45.8089,17,1.0
45.8115,17,1.0
45.8142,17,1.0
45.8168,17,1.0
45.8195,17,1.0
45.8221,17,1.0
45.8247,17,1.0
45.8272,17,1.0
45.8297,17,1.0
45.8323,17,1.0
45.8349,6,0.118
45.8349,17,1.0
45.8375,6,0.224
45.8375,17,1.0
45.8375,25,0.033
45.8401,6,0.405
45.8401,17,0.999
45.8401,25,0.324
45.8427,6,0.569
45.8427,17,0.96
45.8427,25,0.592
45.8453,6,0.642
45.8453,17,0.925
45.8453,25,0.723
45.8475,6,0.712
45.8475,17,0.873
45.8475,25,0.85
45.8497,6,0.842
45.8497,17,0.727
45.8497,25,1.0
45.8523,5,0.028
45.8523,6,0.894
45.8523,17,0.631
45.8523,25,1.0
45.8546,5,0.171
45.8546,6,0.992
45.8546,17,0.381
45.8546,25,1.0
45.8571,5,0.418
45.8571,6,1.0
45.8571,17,0.244
45.8571,25,1.0
45.8598,5,0.577
45.8598,6,1.0
45.8598,25,1.0
45.8623,5,0.624
45.8623,6,1.0
45.8623,25,1.0
45.8649,5,0.65
45.8649,6,1.0
45.8649,25,1.0
45.8675,5,0.658
45.8675,6,1.0
45.8675,25,1.0
45.8701,5,0.623
45.8701,6,1.0
45.8701,25,1.0
45.8727,5,0.53
45.8727,6,0.958
45.8727,25,1.0
45.8752,5,0.467
45.8752,6,0.919
45.8752,25,1.0
45.8775,5,0.405
45.8775,6,0.869
45.8775,25,1.0
45.8801,5,0.332
45.8801,6,0.814
45.8801,25,1.0
45.8823,5,0.266
45.8823,6,0.754
45.8823,25,1.0
45.8849,5,0.13
45.8849,6,0.637
45.8849,25,1.0
45.8875,5,0.068
45.8875,6,0.58
45.8875,25,1.0
45.8901,6,0.492
45.8901,25,1.0
45.8927,6,0.436
45.8927,25,1.0
45.8953,6,0.413
45.8953,25,1.0
45.8979,6,0.394
45.8979,25,1.0
45.9005,6,0.385
45.9005,25,1.0
45.9031,6,0.37
45.9031,25,0.984
45.9056,6,0.361
45.9056,17,0.064
45.9056,25,0.93
45.9082,6,0.356
45.9082,17,0.172
45.9082,25,0.893
45.9108,6,0.348
45.9108,17,0.337
45.9108,25,0.803
45.9133,6,0.335
45.9133,17,0.443
45.9133,25,0.75
45.916,6,0.304
45.916,17,0.688
45.916,25,0.627
45.9186,6,0.251
45.9186,17,0.985
45.9186,25,0.485
45.9213,6,0.217
45.9213,17,1.0
45.9213,25,0.404
45.9237,6,0.118
45.9237,17,1.0
45.9237,25,0.24
45.926,6,0.066
45.926,17,1.0
45.926,25,0.153
45.9287,17,1.0
45.9287,25,0.022
45.9313,17,1.0
45.9313,25,0.02
45.9342,17,1.0
45.9366,17,1.0
45.9392,17,1.0
45.9414,17,1.0
45.944,17,1.0
45.9466,17,1.0
45.949,17,1.0
45.9516,17,1.0
45.9539,17,1.0
45.9565,17,1.0
45.959,17,1.0
45.9616,17,1.0
45.9641,17,1.0
45.9675,17,1.0
45.9698,17,1.0
45.9724,17,1.0
45.9724,25,0.058
45.975,17,1.0
45.975,25,0.201
45.9776,6,0.028
45.9776,17,1.0
45.9776,25,0.286
45.9803,6,0.105
45.9803,17,1.0
45.9803,25,0.475
45.9829,6,0.211
45.9829,17,1.0
45.9829,25,0.689
45.9855,6,0.273
45.9855,17,1.0
45.9855,25,0.807
45.9881,6,0.343
45.9881,17,1.0
45.9881,25,0.929
45.9909,5,0.127
45.9909,6,0.514
45.9909,17,1.0
45.9909,25,1.0
45.9935,5,0.221
45.9935,6,0.6
45.9935,17,1.0
45.9935,25,1.0
45.9958,5,0.414
45.9958,6,0.795
45.9958,17,0.991
45.9958,25,1.0
45.9983,5,0.513
45.9983,6,0.888
45.9983,17,0.957
45.9983,25,1.0
46.001,5,0.617
46.001,6,0.965
46.001,17,0.903
46.001,25,1.0
46.0036,5,0.813
46.0036,6,1.0
46.0036,17,0.716
46.0036,25,1.0
46.0059,5,0.905
46.0059,6,1.0
46.0059,17,0.584
46.0059,25,1.0
46.0086,5,0.992
46.0086,6,1.0
46.0086,17,0.431
46.0086,25,1.0
46.0112,5,1.0
46.0112,6,1.0
46.0112,17,0.081
46.0112,25,1.0
46.0138,5,1.0
46.0138,6,1.0
46.0138,25,1.0
46.0164,5,1.0
46.0164,6,1.0
46.0164,25,1.0
46.019,5,1.0
46.019,6,1.0
46.019,25,1.0
46.0216,5,1.0
46.0216,6,1.0
46.0216,25,1.0
46.0239,5,1.0
46.0239,6,0.983
46.0239,25,1.0
46.0265,5,1.0
46.0265,6,0.949
46.0265,25,1.0
46.0291,5,1.0
46.0291,6,0.846
46.0291,25,1.0
46.0317,5,1.0
46.0317,6,0.785
46.0317,25,1.0
46.0342,5,1.0
46.0342,6,0.719
46.0342,25,1.0
46.0368,5,1.0
46.0368,6,0.585
46.0368,25,1.0
46.0394,5,1.0
46.0394,6,0.516
46.0394,25,1.0
46.042,5,0.933
46.042,6,0.395
46.042,25,1.0
46.0446,5,0.884
46.0446,6,0.337
46.0446,25,1.0
46.0471,5,0.826
46.0471,6,0.286
46.0471,25,1.0
46.0498,5,0.688
46.0498,6,0.2
46.0498,17,0.054
46.0498,25,1.0
46.0524,5,0.616
46.0524,6,0.16
46.0524,17,0.153
46.0524,25,1.0
46.055,5,0.474
46.055,6,0.103
46.055,17,0.327
46.055,25,1.0
46.0577,5,0.403
46.0577,6,0.064
46.0577,17,0.439
46.0577,25,1.0
46.0603,5,0.326
46.0603,6,0.046
46.0603,17,0.568
46.0603,25,1.0
46.0629,5,0.178
46.0629,17,0.875
46.0629,25,1.0
46.0655,5,0.107
46.0655,17,1.0
46.0655,25,1.0
46.0681,17,1.0
46.0681,25,0.948
46.0707,17,1.0
46.0707,25,0.872
46.0734,17,1.0
46.0734,25,0.823
46.076,17,1.0
46.076,25,0.695
46.0782,17,1.0
46.0782,25,0.617
46.0808,17,1.0
46.0808,25,0.443
46.0834,17,1.0
46.0834,25,0.345
46.086,17,1.0
46.086,25,0.136
46.0886,17,1.0
46.0886,25,0.036
46.0912,17,1.0
46.0938,17,1.0
46.0964,17,1.0
46.099,17,1.0
46.1016,17,1.0
46.1041,17,1.0
46.1074,17,1.0
46.1097,17,1.0
46.1119,17,1.0
46.1143,17,1.0
46.1168,17,1.0
46.1195,17,1.0
46.1222,17,1.0
46.1247,17,1.0
46.1272,17,1.0
46.1272,25,0.031
46.1299,17,1.0
46.1299,25,0.136
46.1325,17,1.0
46.1325,25,0.192
46.135,17,1.0
46.135,25,0.315
46.1376,17,1.0
46.1376,25,0.479
46.1403,5,0.056
46.1403,17,1.0
46.1403,25,0.587
46.1429,5,0.111
46.1429,17,1.0
